-0.304644,0.163682,-0.865015,-0.17393,0.00666667
-0.304439,0.163685,-0.86481,-0.173927,0.0133333
-0.303812,0.162911,-0.86502,-0.173308,0.02
-0.30317,0.161989,-0.865418,-0.172488,0.0266667
-0.302541,0.161045,-0.865876,-0.171598,0.0333333
-0.301933,0.160139,-0.866323,-0.17071,0.04
-0.301322,0.159269,-0.866731,-0.169835,0.0466667
-0.300644,0.158371,-0.867099,-0.168929,0.0533333
-0.299789,0.157328,-0.867444,-0.167887,0.06
-0.298607,0.15597,-0.867795,-0.166554,0.0666667
-0.296913,0.154089,-0.868183,-0.164733,0.0733333
-0.294758,0.151802,-0.868636,-0.162301,0.08
-0.292716,0.149754,-0.868908,-0.160082,0.0866667
-0.290902,0.14812,-0.868953,-0.158234,0.0933333
-0.289215,0.146922,-0.868665,-0.156778,0.1
-0.287639,0.146089,-0.868083,-0.155704,0.106667
-0.286159,0.145474,-0.867342,-0.154895,0.113333
-0.284776,0.14491,-0.866602,-0.154212,0.12
-0.283532,0.14428,-0.866015,-0.153559,0.126667
-0.282516,0.143538,-0.865707,-0.152911,0.133333
-0.281851,0.142703,-0.865773,-0.152305,0.14
-0.281668,0.14183,-0.866274,-0.151818,0.146667
-0.282069,0.140985,-0.867245,-0.151526,0.153333
-0.283096,0.140206,-0.868685,-0.151476,0.16
-0.284709,0.13949,-0.870562,-0.151661,0.166667
-0.286791,0.138796,-0.872804,-0.152031,0.173333
-0.289193,0.138071,-0.875324,-0.152517,0.18
-0.291763,0.137274,-0.878021,-0.153059,0.186667
-0.294373,0.136389,-0.880792,-0.153616,0.193333
-0.296921,0.135417,-0.883544,-0.154174,0.2
-0.299339,0.134376,-0.8862,-0.154731,0.206667
-0.301582,0.133289,-0.888701,-0.155294,0.213333
-0.303627,0.132172,-0.891013,-0.155865,0.22
-0.305463,0.131037,-0.893122,-0.156444,0.226667
-0.307093,0.129884,-0.895033,-0.157019,0.233333
-0.308525,0.128708,-0.896765,-0.157579,0.24
-0.309775,0.127505,-0.898341,-0.15811,0.246667
-0.310864,0.126271,-0.899791,-0.1586,0.253333
-0.311819,0.125007,-0.90114,-0.159045,0.26
-0.312664,0.123717,-0.902415,-0.159441,0.266667
-0.313425,0.122407,-0.903636,-0.15979,0.273333
-0.314125,0.121084,-0.904823,-0.160091,0.28
-0.314785,0.119755,-0.905992,-0.160347,0.286667
-0.315419,0.118424,-0.907154,-0.160558,0.293333
-0.316041,0.117099,-0.90832,-0.160727,0.3
-0.316661,0.115785,-0.909494,-0.160854,0.306667
-0.317286,0.114487,-0.910681,-0.160943,0.313333
-0.317921,0.113213,-0.911881,-0.160996,0.32
-0.318571,0.111968,-0.913095,-0.161015,0.326667
-0.319238,0.110758,-0.914321,-0.161004,0.333333
-0.319924,0.109589,-0.915556,-0.160963,0.34
-0.320628,0.108466,-0.916799,-0.160895,0.346667
-0.321351,0.107394,-0.918048,-0.160799,0.353333
-0.322883,0.107473,-0.91911,-0.16176,0.36
-0.323939,0.106671,-0.920511,-0.161794,0.366667
-0.324555,0.105183,-0.922093,-0.161127,0.373333
-0.324979,0.103523,-0.923636,-0.160256,0.38
-0.325415,0.102113,-0.925003,-0.159543,0.386667
-0.325935,0.101098,-0.926175,-0.159055,0.393333
-0.326498,0.10039,-0.927215,-0.158656,0.4
-0.327037,0.0998269,-0.928205,-0.158168,0.406667
-0.32752,0.099301,-0.929194,-0.157509,0.413333
-0.327967,0.0988039,-0.930193,-0.156705,0.42
-0.328422,0.0983879,-0.931186,-0.155845,0.426667
-0.328924,0.0981074,-0.932157,-0.155007,0.433333
-0.329489,0.0979828,-0.933098,-0.15423,0.44
-0.330112,0.097999,-0.934011,-0.153514,0.446667
-0.330779,0.0981261,-0.934903,-0.152842,0.453333
-0.331478,0.0983406,-0.935777,-0.152203,0.46
-0.332203,0.0986335,-0.936629,-0.151599,0.466667
-0.332953,0.0990071,-0.937455,-0.151039,0.473333
-0.333727,0.0994655,-0.938247,-0.150532,0.48
-0.334522,0.100008,-0.939001,-0.150084,0.486667
-0.335333,0.100629,-0.939715,-0.149693,0.493333
-0.336154,0.101317,-0.940388,-0.149356,0.5
