-0.292505,0.167338,0.028996,-0.852202,-0.177786,0.028888
-0.292504,0.167338,0.0290105,-0.852202,-0.177786,0.0289025
-0.292503,0.167338,0.0291004,-0.852203,-0.177786,0.0289925
-0.2925,0.167338,0.0294017,-0.852204,-0.177786,0.0292938
-0.292495,0.167337,0.0301305,-0.852205,-0.177785,0.0300226
-0.292488,0.167335,0.0315711,-0.852208,-0.177783,0.0314631
-0.292478,0.167333,0.0340507,-0.852212,-0.177781,0.0339427
-0.292464,0.16733,0.0379043,-0.852217,-0.177777,0.0377964
-0.292445,0.167324,0.0434339,-0.852224,-0.177772,0.0433259
-0.29242,0.167316,0.0508651,-0.852232,-0.177765,0.0507571
-0.292388,0.167304,0.0603067,-0.852243,-0.177753,0.0601987
-0.292346,0.167287,0.0717152,-0.852257,-0.177735,0.0716073
-0.292295,0.167264,0.0848698,-0.852273,-0.177712,0.0847619
-0.292234,0.167237,0.0993602,-0.85229,-0.177683,0.0992522
-0.292161,0.167207,0.114592,-0.852308,-0.177651,0.114484
-0.292077,0.167173,0.129815,-0.852326,-0.177614,0.129707
-0.291979,0.167134,0.144174,-0.852343,-0.177572,0.144066
-0.291867,0.167091,0.156791,-0.852361,-0.177526,0.156683
-0.291741,0.16704,0.166878,-0.852381,-0.177472,0.166771
-0.291602,0.16698,0.173894,-0.852405,-0.177412,0.173786
-0.291452,0.166911,0.177727,-0.852438,-0.177344,0.177619
-0.291295,0.166831,0.178942,-0.852482,-0.17727,0.178834
-0.291137,0.166742,0.178995,-0.852543,-0.177192,0.178887
-0.290983,0.166643,0.178992,-0.852624,-0.177112,0.178884
-0.290839,0.166536,0.178981,-0.852731,-0.177033,0.178873
-0.290706,0.166417,0.178957,-0.852867,-0.176955,0.178849
-0.290586,0.166285,0.178915,-0.853034,-0.176877,0.178807
-0.290478,0.166138,0.178851,-0.853233,-0.176798,0.178743
-0.29038,0.165972,0.178761,-0.853465,-0.176719,0.178653
-0.290288,0.165786,0.17864,-0.853726,-0.176638,0.178533
-0.290201,0.165579,0.178487,-0.854017,-0.176556,0.178379
-0.290116,0.165351,0.178297,-0.854333,-0.176473,0.17819
-0.29003,0.1651,0.178068,-0.854673,-0.176391,0.177961
-0.289941,0.164826,0.177797,-0.855034,-0.176309,0.17769
-0.289847,0.164528,0.177482,-0.855416,-0.176228,0.177375
-0.289747,0.164203,0.17712,-0.855819,-0.176146,0.177013
-0.28964,0.163851,0.176711,-0.856241,-0.176064,0.176604
-0.289524,0.16347,0.176251,-0.856685,-0.175979,0.176145
-0.289401,0.163056,0.17574,-0.857152,-0.17589,0.175634
-0.289271,0.162611,0.175176,-0.857644,-0.175798,0.175071
-0.289135,0.162132,0.17456,-0.858162,-0.175701,0.174454
-0.288996,0.161619,0.173888,-0.858709,-0.175598,0.173783
-0.288854,0.161071,0.173162,-0.859287,-0.175489,0.173057
-0.288712,0.160489,0.17238,-0.859897,-0.175374,0.172276
-0.288572,0.159872,0.171542,-0.860543,-0.175251,0.171439
-0.288435,0.159219,0.170649,-0.861225,-0.17512,0.170546
-0.288303,0.158533,0.169699,-0.861945,-0.17498,0.169597
-0.288179,0.157813,0.168694,-0.862705,-0.174831,0.168592
-0.288063,0.157061,0.167633,-0.863505,-0.174673,0.167532
-0.287957,0.156277,0.166517,-0.864346,-0.174505,0.166417
-0.287862,0.155465,0.165347,-0.865228,-0.174327,0.165247
-0.287781,0.154624,0.164122,-0.866153,-0.174138,0.164023
-0.287713,0.153758,0.162845,-0.867119,-0.173938,0.162746
-0.287848,0.153129,0.161515,-0.868083,-0.173982,0.161417
-0.287894,0.15227,0.160134,-0.869169,-0.173814,0.160037
-0.287846,0.151202,0.158702,-0.870346,-0.173461,0.158607
-0.287755,0.150042,0.157222,-0.871564,-0.173035,0.157127
-0.287675,0.148902,0.155693,-0.87278,-0.17263,0.1556
-0.287626,0.147833,0.154119,-0.873984,-0.172271,0.154026
-0.287601,0.146823,0.152498,-0.875189,-0.171924,0.152406
-0.287578,0.145831,0.150834,-0.876415,-0.171536,0.150744
-0.287548,0.144827,0.149128,-0.877677,-0.171077,0.149038
-0.287515,0.14381,0.147381,-0.878977,-0.170549,0.147292
-0.287495,0.1428,0.145595,-0.880312,-0.169977,0.145507
-0.287501,0.141821,0.143771,-0.881672,-0.16939,0.143685
-0.287543,0.140886,0.141912,-0.883055,-0.168802,0.141826
-0.28762,0.139997,0.140018,-0.88446,-0.168215,0.139934
-0.287731,0.139147,0.138092,-0.885888,-0.167626,0.138009
-0.287872,0.138331,0.136135,-0.887337,-0.167031,0.136053
-0.288042,0.137551,0.134149,-0.888807,-0.166432,0.134069
-0.288241,0.13681,0.132137,-0.890291,-0.165836,0.132057
-0.288471,0.136114,0.130099,-0.891786,-0.165248,0.13002
-0.288731,0.135469,0.128037,-0.893287,-0.164674,0.12796
-0.28902,0.134874,0.125954,-0.894791,-0.164114,0.125878
-0.289335,0.134329,0.123852,-0.896294,-0.163572,0.123777
-0.289674,0.133831,0.121731,-0.897793,-0.163047,0.121658
-0.290034,0.133379,0.119595,-0.899286,-0.162541,0.119522
-0.290414,0.132971,0.117444,-0.900769,-0.162057,0.117373
-0.29081,0.132607,0.115281,-0.902238,-0.161597,0.115211
-0.291221,0.132286,0.113107,-0.90369,-0.161162,0.113039
-0.291643,0.132004,0.110925,-0.905121,-0.160752,0.110858
-0.292074,0.131761,0.108735,-0.906529,-0.16037,0.10867
-0.292473,0.131516,0.106541,-0.907894,-0.160003,0.106476
-0.292825,0.131252,0.104343,-0.909209,-0.159646,0.10428
-0.293119,0.130959,0.102143,-0.910468,-0.159301,0.102081
-0.293356,0.13065,0.0999431,-0.911663,-0.158968,0.0998828
-0.29353,0.130324,0.0977451,-0.912791,-0.158649,0.0976861
-0.293639,0.129981,0.0955503,-0.913847,-0.158344,0.0954927
-0.29368,0.129625,0.0933605,-0.914827,-0.15805,0.0933042
-0.293651,0.129264,0.0911773,-0.915727,-0.157765,0.0911223
-0.293555,0.128905,0.0890021,-0.916546,-0.157487,0.0889484
-0.293391,0.128555,0.0868365,-0.917282,-0.157216,0.0867841
-0.293163,0.128217,0.0846819,-0.917933,-0.156953,0.0846308
-0.292874,0.127897,0.0825398,-0.918502,-0.1567,0.0824901
-0.292528,0.127594,0.0804117,-0.918989,-0.156459,0.0803632
-0.29213,0.127314,0.0782988,-0.919396,-0.156233,0.0782516
-0.291686,0.127058,0.0762025,-0.919727,-0.156023,0.0761565
-0.291201,0.126831,0.074124,-0.919985,-0.155833,0.0740793
-0.290682,0.126635,0.0720646,-0.920172,-0.155662,0.0720211
-0.290135,0.126475,0.0700255,-0.920294,-0.155512,0.0699833
-0.289566,0.126351,0.0680078,-0.920355,-0.155382,0.0679668
-0.288982,0.126268,0.0660126,-0.92036,-0.155273,0.0659728
-0.288387,0.126224,0.0640409,-0.920313,-0.155182,0.0640023
-0.287786,0.126222,0.0620939,-0.92022,-0.15511,0.0620564
-0.287185,0.126261,0.0601723,-0.920085,-0.155055,0.060136
-0.286586,0.12634,0.0582772,-0.919913,-0.155015,0.0582421
-0.285994,0.126457,0.0564094,-0.919708,-0.154988,0.0563754
-0.285411,0.126612,0.0545697,-0.919475,-0.154973,0.0545368
-0.284839,0.126801,0.0527588,-0.919218,-0.154966,0.052727
-0.28428,0.127022,0.0509776,-0.918941,-0.154967,0.0509469
-0.283735,0.127271,0.0492267,-0.918647,-0.154972,0.049197
-0.283204,0.127546,0.0475066,-0.918339,-0.15498,0.047478
-0.28269,0.127844,0.0458181,-0.918019,-0.154989,0.0457904
-0.282191,0.128162,0.0441615,-0.917692,-0.154997,0.0441349
-0.281708,0.128496,0.0425374,-0.917358,-0.155002,0.0425118
-0.281241,0.128845,0.0409463,-0.91702,-0.155003,0.0409216
-0.28079,0.129205,0.0393884,-0.916679,-0.154998,0.0393647
